customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011,CW
ZS32263,California,0,Extended,High School or Below,2011-02-22,Employed,F,Suburban,Divorced,Personal,1,2,Agent,Four-Door Car,Midsize,2,8
IY59173,Oregon,0,Extended,Master,2011-01-06,Employed,F,Suburban,Married,Personal,3,1,Call Center,SUV,Midsize,1,1
KL17620,California,0,Basic,College,2011-01-28,Disabled,F,Suburban,Single,Corporate,1,4,Web,Four-Door Car,Midsize,1,4
CP28581,Arizona,0,Basic,College,2011-02-11,Employed,M,Rural,Married,Personal,3,1,Branch,SUV,Midsize,2,6
QR15592,Arizona,0,Basic,Bachelor,2011-02-18,Employed,F,Rural,Divorced,Personal,1,2,Branch,Four-Door Car,Midsize,2,7
DX98298,Washington,0,Basic,High School or Below,2011-01-08,Employed,M,Suburban,Married,Personal,1,4,Agent,Sports Car,Small,1,1
TG68823,Arizona,1,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Small,1,2
WO78310,Oregon,0,Basic,College,2011-02-08,Unemployed,F,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Large,2,6
SC78905,Oregon,0,Basic,College,2011-02-04,Unemployed,F,Suburban,Married,Personal,2,3,Agent,Four-Door Car,Small,2,5
EL88957,California,0,Basic,College,2011-01-14,Unemployed,M,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,1,2
SS54050,California,0,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Small,1,2
ZV99487,Arizona,0,Extended,Bachelor,2011-01-11,Unemployed,F,Rural,Married,Personal,1,1,Call Center,Four-Door Car,Midsize,1,2
XI51746,Oregon,0,Basic,Bachelor,2011-01-21,Employed,F,Urban,Married,Personal,3,3,Call Center,SUV,Midsize,1,3
KG85675,Nevada,1,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal,3,2,Agent,SUV,Small,1,2
OM80593,California,0,Basic,Bachelor,2011-02-23,Unemployed,F,Suburban,Single,Personal,3,1,Call Center,SUV,Midsize,2,8
RL59810,Oregon,0,Basic,College,2011-02-18,Employed,F,Urban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2,7
QQ53360,Nevada,0,Extended,College,2011-01-13,Unemployed,M,Suburban,Married,Personal,2,3,Agent,Two-Door Car,Midsize,1,2
WR76339,California,0,Basic,College,2011-01-11,Employed,M,Suburban,Married,Corporate,3,1,Branch,Two-Door Car,Midsize,1,2
BA40043,California,0,Basic,College,2011-01-03,Employed,M,Rural,Single,Corporate,2,2,Branch,Four-Door Car,Midsize,1,1
MK52197,Nevada,0,Basic,Master,2011-02-08,Unemployed,F,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,2,6
SV48204,Oregon,1,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2,5
RJ79502,Arizona,0,Basic,Bachelor,2011-02-08,Employed,M,Urban,Divorced,Personal,3,3,Call Center,SUV,Small,2,6
SM14243,Washington,0,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,2,8
NL32558,Arizona,1,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Personal,1,1,Agent,Two-Door Car,Small,2,7
BP28492,Arizona,1,Basic,College,2011-01-31,Employed,F,Suburban,Divorced,Corporate,3,2,Call Center,Four-Door Car,Midsize,1,5
MX28412,Oregon,0,Basic,College,2011-01-13,Medical Leave,F,Suburban,Married,Personal,2,4,Web,Four-Door Car,Midsize,1,2
IC41932,Nevada,0,Basic,College,2011-01-04,Employed,M,Suburban,Divorced,Personal,3,1,Call Center,SUV,Midsize,1,1
GU96042,California,0,Basic,High School or Below,2011-02-04,Employed,M,Urban,Married,Corporate,3,1,Agent,Two-Door Car,Midsize,2,5
UW98698,California,0,Basic,College,2011-02-08,Unemployed,M,Suburban,Single,Personal,3,4,Agent,Four-Door Car,Midsize,2,6
SF32458,California,0,Basic,Doctor,2011-01-30,Medical Leave,M,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,1,4
OM85313,California,0,Basic,Master,2011-01-15,Employed,M,Urban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1,2
MH81246,Oregon,0,Extended,High School or Below,2011-02-17,Employed,M,Urban,Married,Corporate,2,1,Agent,Four-Door Car,Midsize,2,7
OH99089,California,0,Basic,Master,2011-02-22,Employed,F,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2,8
TG57800,Oregon,0,Basic,College,2011-01-13,Unemployed,F,Suburban,Single,Personal,2,1,Call Center,Two-Door Car,Midsize,1,2
GX19342,California,0,Premium,High School or Below,2011-01-28,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Large,1,4
XE39286,Arizona,0,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal,2,4,Web,Sports Car,Small,1,1
II37789,Arizona,0,Extended,College,2011-02-18,Unemployed,F,Suburban,Single,Corporate,3,1,Branch,Four-Door Car,Large,2,7
IC32996,Oregon,0,Basic,High School or Below,2011-02-09,Employed,M,Urban,Married,Corporate,3,4,Agent,Two-Door Car,Midsize,2,6
LO67195,Arizona,0,Extended,College,2011-01-28,Employed,F,Rural,Married,Corporate,2,1,Agent,Four-Door Car,Large,1,4
PG93638,Oregon,0,Basic,College,2011-01-22,Employed,M,Urban,Married,Personal,1,3,Call Center,Two-Door Car,Midsize,1,3
OZ41737,Oregon,0,Basic,Doctor,2011-02-22,Unemployed,F,Urban,Married,Personal,2,1,Agent,Four-Door Car,Large,2,8
OY66019,Oregon,0,Extended,College,2011-02-28,Unemployed,F,Urban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,2,9
CH73843,Arizona,0,Basic,High School or Below,2011-02-09,Employed,M,Rural,Married,Personal,2,4,Branch,Two-Door Car,Large,2,6
OR85652,Oregon,0,Extended,Bachelor,2011-02-17,Employed,F,Rural,Married,Personal,1,4,Agent,Four-Door Car,Midsize,2,7
YD87931,Washington,0,Basic,Doctor,2011-01-10,Employed,M,Rural,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1,2
XK11432,Arizona,0,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Married,Personal,2,1,Branch,Two-Door Car,Small,2,5
OX24868,California,0,Premium,High School or Below,2011-02-25,Unemployed,F,Suburban,Single,Personal,3,1,Agent,SUV,Midsize,2,8
EZ74530,Nevada,0,Basic,High School or Below,2011-01-08,Unemployed,M,Suburban,Single,Personal,2,1,Web,Sports Car,Midsize,1,1
HP46467,Oregon,0,Extended,College,2011-02-18,Employed,F,Suburban,Divorced,Corporate,2,3,Web,SUV,Large,2,7
KP54476,California,0,Extended,Master,2011-01-22,Employed,M,Suburban,Single,Personal,1,2,Web,Two-Door Car,Midsize,1,3
AI47152,Nevada,0,Basic,College,2011-01-21,Employed,F,Urban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1,3
BU15334,California,1,Basic,Master,2011-01-17,Employed,F,Suburban,Single,Corporate,3,2,Branch,SUV,Large,1,3
OX59701,California,0,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal,2,4,Branch,SUV,Midsize,1,3
OD63728,California,0,Basic,College,2011-02-04,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Midsize,2,5
JC38573,Oregon,1,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Corporate,3,1,Agent,Four-Door Car,Midsize,1,3
RC11491,Oregon,0,Extended,College,2011-01-02,Employed,F,Rural,Married,Corporate,3,1,Call Center,SUV,Midsize,1,52
RZ24101,Nevada,0,Premium,College,2011-01-04,Medical Leave,F,Suburban,Divorced,Personal,3,1,Call Center,SUV,Midsize,1,1
OB88698,Oregon,0,Basic,High School or Below,2011-01-23,Employed,M,Rural,Married,Personal,3,4,Branch,Two-Door Car,Midsize,1,3
IK92617,Oregon,0,Extended,Bachelor,2011-02-11,Employed,F,Urban,Married,Personal,3,1,Agent,Four-Door Car,Small,2,6
YH43996,Arizona,0,Premium,College,2011-01-21,Unemployed,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Small,1,3
BJ65040,Arizona,0,Basic,High School or Below,2011-01-03,Employed,F,Suburban,Married,Personal,3,4,Agent,Four-Door Car,Midsize,1,1
WY57101,Arizona,1,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1,1
OG77759,Arizona,0,Basic,Bachelor,2011-01-14,Disabled,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Small,1,2
HN38084,Nevada,0,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Corporate,1,3,Branch,Two-Door Car,Small,1,2
GD11927,California,0,Basic,High School or Below,2011-02-25,Employed,M,Suburban,Single,Personal,3,4,Agent,Four-Door Car,Small,2,8
MC20349,California,0,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1,4
HM22034,Nevada,0,Basic,College,2011-01-22,Unemployed,M,Suburban,Divorced,Personal,1,1,Agent,Four-Door Car,Midsize,1,3
KH48996,Arizona,0,Basic,Bachelor,2011-02-23,Employed,F,Rural,Divorced,Personal,2,3,Branch,Sports Car,Small,2,8
VM34210,Washington,0,Basic,College,2011-01-01,Unemployed,F,Urban,Married,Personal,2,1,Web,SUV,Midsize,1,52
LS90887,California,0,Basic,Bachelor,2011-02-18,Employed,F,Urban,Married,Special,2,2,Web,Four-Door Car,Midsize,2,7
EN72010,Oregon,0,Basic,College,2011-01-25,Disabled,M,Suburban,Single,Personal,2,3,Agent,Two-Door Car,Midsize,1,4
KH44031,Oregon,0,Extended,Master,2011-01-04,Unemployed,F,Suburban,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1,1
GJ47896,Arizona,0,Basic,College,2011-01-13,Employed,F,Urban,Married,Personal,3,1,Branch,Two-Door Car,Midsize,1,2
GD87742,Oregon,0,Basic,College,2011-01-26,Employed,F,Suburban,Married,Personal,3,2,Web,Sports Car,Midsize,1,4
MD14027,Nevada,0,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal,1,1,Agent,Two-Door Car,Midsize,1,3
XA32915,Nevada,0,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Single,Personal,3,4,Branch,Two-Door Car,Small,2,7
XR52852,Oregon,1,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Special,2,1,Branch,Four-Door Car,Small,2,8
EZ48947,Nevada,0,Basic,College,2011-01-31,Employed,M,Rural,Single,Special,2,1,Agent,SUV,Large,1,5
OJ50322,Nevada,0,Premium,High School or Below,2011-01-21,Employed,M,Suburban,Married,Personal,3,1,Call Center,SUV,Midsize,1,3
XB77333,Oregon,1,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Large,1,4
QB58745,California,0,Basic,High School or Below,2011-01-23,Employed,M,Urban,Married,Personal,2,4,Web,Two-Door Car,Large,1,3
IG62421,Nevada,1,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Personal,2,2,Branch,Four-Door Car,Midsize,2,7
SF29724,California,0,Basic,Bachelor,2011-01-12,Employed,F,Rural,Single,Personal,2,4,Branch,Four-Door Car,Midsize,1,2
WM95454,California,1,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal,3,2,Call Center,Four-Door Car,Midsize,1,1
CB96381,California,0,Basic,College,2011-01-11,Employed,F,Urban,Divorced,Corporate,3,4,Agent,Four-Door Car,Midsize,1,2
MJ60422,Arizona,0,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal,3,1,Call Center,Two-Door Car,Small,2,6
NC63295,Arizona,0,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Married,Corporate,2,3,Branch,Four-Door Car,Large,2,6
JX76668,Washington,0,Premium,High School or Below,2011-01-06,Employed,F,Rural,Married,Personal,1,2,Agent,Sports Car,Small,1,1
ZE76673,Oregon,1,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal,1,2,Agent,Sports Car,Midsize,1,3
XG19917,Washington,0,Extended,Bachelor,2011-02-05,Unemployed,F,Suburban,Single,Personal,2,2,Branch,Four-Door Car,Midsize,2,5
ZM28138,Arizona,0,Basic,Bachelor,2011-01-01,Employed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,1,52
FI14842,Nevada,0,Basic,College,2011-01-29,Unemployed,F,Suburban,Married,Personal,2,2,Web,SUV,Midsize,1,4
KC32511,Oregon,1,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Small,2,5
NE10467,Arizona,0,Basic,High School or Below,2011-02-24,Employed,F,Suburban,Married,Corporate,1,4,Call Center,SUV,Midsize,2,8
PT93474,Oregon,0,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Divorced,Personal,3,1,Web,Four-Door Car,Midsize,2,5
RL74454,Nevada,0,Basic,Bachelor,2011-02-06,Employed,F,Urban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2,5
DQ31994,Nevada,0,Extended,College,2011-02-19,Unemployed,F,Suburban,Single,Corporate,2,2,Agent,Four-Door Car,Midsize,2,7
DN98431,Oregon,0,Basic,High School or Below,2011-02-27,Unemployed,F,Suburban,Married,Corporate,3,1,Branch,Four-Door Car,Midsize,2,8
AJ89107,Arizona,0,Extended,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal,3,4,Branch,Four-Door Car,Large,2,5
WS25565,California,1,Basic,Master,2011-01-31,Disabled,M,Suburban,Divorced,Personal,1,1,Call Center,Four-Door Car,Small,1,5
ZY33234,Nevada,0,Premium,High School or Below,2011-01-12,Employed,F,Suburban,Single,Personal,3,4,Branch,Two-Door Car,Large,1,2
QW17286,Washington,0,Basic,Master,2011-02-13,Employed,F,Urban,Married,Personal,2,4,Web,Four-Door Car,Midsize,2,6
TO34442,Washington,0,Basic,College,2011-02-23,Employed,M,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Small,2,8
SW96063,Arizona,0,Extended,Bachelor,2011-02-23,Employed,F,Urban,Divorced,Personal,3,1,Call Center,SUV,Midsize,2,8
CP19929,California,0,Basic,Bachelor,2011-02-10,Unemployed,F,Suburban,Single,Corporate,3,1,Agent,Two-Door Car,Midsize,2,6
KR50062,Oregon,0,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,2,6
CU19735,Arizona,0,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Corporate,1,1,Call Center,SUV,Midsize,2,8
ST52914,Arizona,0,Extended,College,2011-02-05,Employed,M,Suburban,Divorced,Personal,3,4,Branch,Two-Door Car,Midsize,2,5
WQ68301,Oregon,0,Basic,Bachelor,2011-01-29,Medical Leave,M,Suburban,Married,Personal,3,4,Agent,Four-Door Car,Large,1,4
UR36912,California,0,Basic,Bachelor,2011-01-31,Employed,M,Suburban,Married,Personal,3,2,Agent,Two-Door Car,Midsize,1,5
SK46419,California,0,Basic,High School or Below,2011-01-31,Employed,M,Suburban,Single,Personal,3,4,Branch,SUV,Midsize,1,5
BY88757,California,0,Extended,Master,2011-02-03,Unemployed,M,Suburban,Married,Personal,3,1,Call Center,SUV,Large,2,5
ER65086,Nevada,0,Extended,Doctor,2011-01-18,Employed,M,Rural,Married,Personal,3,3,Branch,Four-Door Car,Midsize,1,3
TP87527,California,0,Basic,High School or Below,2011-02-15,Unemployed,F,Suburban,Divorced,Corporate,3,1,Branch,Four-Door Car,Large,2,7
VL80291,Nevada,0,Extended,Master,2011-01-04,Employed,F,Rural,Divorced,Personal,3,2,Web,Two-Door Car,Midsize,1,1
WL45773,California,0,Basic,Doctor,2011-01-02,Employed,F,Urban,Married,Special,2,2,Call Center,Four-Door Car,Midsize,1,52
TT36693,Nevada,1,Premium,College,2011-01-03,Employed,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Midsize,1,1
PT12544,Arizona,0,Extended,College,2011-02-24,Employed,M,Urban,Married,Personal,2,2,Call Center,Four-Door Car,Midsize,2,8
CI24326,Oregon,0,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Married,Personal,3,4,Web,Four-Door Car,Midsize,1,3
YQ73717,California,0,Basic,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Personal,1,4,Agent,Four-Door Car,Midsize,1,5
FG99706,Oregon,0,Extended,College,2011-01-06,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,1,1
OM63414,Arizona,0,Basic,Bachelor,2011-02-21,Employed,F,Rural,Single,Personal,3,1,Agent,Two-Door Car,Large,2,8
JQ74890,Nevada,0,Extended,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Corporate,2,1,Branch,Four-Door Car,Midsize,1,3
FP93662,California,0,Extended,Master,2011-02-06,Employed,F,Suburban,Married,Corporate,2,4,Branch,Two-Door Car,Large,2,5
PF40592,Washington,0,Basic,College,2011-01-08,Medical Leave,F,Rural,Married,Personal,2,2,Web,Two-Door Car,Midsize,1,1
EW82164,California,0,Basic,Bachelor,2011-02-03,Employed,F,Suburban,Married,Personal,2,1,Agent,SUV,Small,2,5
KV99550,California,0,Basic,High School or Below,2011-02-14,Unemployed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Small,2,7
CA96230,California,0,Basic,Doctor,2011-02-10,Employed,M,Rural,Married,Personal,2,3,Branch,SUV,Midsize,2,6
QN17712,Oregon,0,Basic,College,2011-01-11,Unemployed,F,Urban,Divorced,Personal,3,1,Web,SUV,Midsize,1,2
KM79894,Arizona,0,Extended,Master,2011-01-21,Employed,M,Suburban,Married,Corporate,3,2,Agent,Four-Door Car,Midsize,1,3
DZ45471,Nevada,1,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal,1,2,Web,Four-Door Car,Midsize,2,5
DE18949,Oregon,0,Basic,College,2011-01-16,Employed,F,Rural,Married,Corporate,3,1,Call Center,Two-Door Car,Small,1,2
BN74268,Arizona,0,Extended,College,2011-01-04,Employed,F,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,1,1
QJ93301,Nevada,0,Premium,Master,2011-01-11,Employed,M,Urban,Married,Personal,3,3,Agent,Two-Door Car,Midsize,1,2
OO92815,Arizona,0,Extended,High School or Below,2011-02-04,Employed,F,Suburban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2,5
HV50891,Nevada,1,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal,3,1,Branch,Two-Door Car,Midsize,2,5
RK59543,California,1,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal,3,2,Call Center,Four-Door Car,Midsize,2,5
IH54239,California,0,Basic,Master,2011-02-01,Employed,M,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2,5
RC95515,Arizona,0,Basic,College,2011-01-16,Medical Leave,M,Urban,Divorced,Personal,3,3,Branch,Four-Door Car,Midsize,1,2
RB49468,Oregon,0,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1,3
KC19420,California,0,Extended,College,2011-01-11,Disabled,F,Suburban,Married,Personal,3,1,Agent,SUV,Large,1,2
TP12241,California,0,Basic,College,2011-02-07,Medical Leave,F,Urban,Married,Personal,3,1,Branch,Two-Door Car,Midsize,2,6
BD89564,Nevada,1,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal,3,2,Branch,Sports Car,Midsize,1,3
SG20925,Washington,0,Basic,Master,2011-01-23,Employed,F,Rural,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1,3
CJ97736,Oregon,0,Basic,College,2011-02-16,Employed,F,Suburban,Married,Personal,3,2,Web,Four-Door Car,Small,2,7
SK79760,Washington,0,Extended,Bachelor,2011-01-02,Medical Leave,M,Suburban,Divorced,Corporate,2,1,Branch,SUV,Midsize,1,52
YB70005,Oregon,0,Extended,College,2011-01-02,Employed,M,Rural,Married,Special,2,1,Branch,SUV,Large,1,52
QI40455,Oregon,0,Basic,Doctor,2011-02-27,Unemployed,F,Urban,Married,Personal,3,1,Branch,SUV,Large,2,8
YL72747,California,0,Basic,High School or Below,2011-01-25,Unemployed,M,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Midsize,1,4
FL18392,California,0,Basic,Bachelor,2011-02-28,Employed,F,Urban,Married,Personal,3,3,Branch,Two-Door Car,Small,2,9
AL21967,Oregon,0,Extended,Master,2011-01-05,Employed,M,Rural,Married,Corporate,2,4,Call Center,Four-Door Car,Midsize,1,1
KC67431,California,0,Extended,College,2011-01-18,Employed,F,Rural,Married,Personal,2,3,Branch,Sports Car,Midsize,1,3
EG40823,Oregon,0,Basic,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Personal,2,1,Agent,SUV,Midsize,1,3
QO89177,California,0,Premium,College,2011-02-03,Employed,M,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Small,2,5
AT36002,Washington,0,Basic,College,2011-02-04,Unemployed,F,Suburban,Single,Personal,1,1,Agent,Luxury SUV,Midsize,2,5
WI29961,Nevada,0,Basic,High School or Below,2011-02-03,Employed,M,Suburban,Married,Personal,2,2,Branch,Two-Door Car,Midsize,2,5
ZR11692,California,0,Basic,Bachelor,2011-01-29,Employed,M,Urban,Married,Corporate,3,3,Call Center,Four-Door Car,Midsize,1,4
No36572,Oregon,0,Premium,High School or Below,2011-02-16,Employed,M,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Large,2,7
YZ56105,California,0,Extended,High School or Below,2011-01-11,Unemployed,F,Suburban,Single,Personal,1,1,Branch,Two-Door Car,Midsize,1,2
MN62189,California,0,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Divorced,Personal,2,1,Agent,SUV,Midsize,1,3
MQ32284,California,0,Basic,College,2011-01-23,Employed,F,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,1,3
NS38229,Nevada,0,Basic,College,2011-02-21,Employed,F,Rural,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2,8
IB41597,California,0,Extended,College,2011-02-12,Employed,F,Urban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2,6
IP68868,Oregon,0,Premium,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal,2,1,Branch,Two-Door Car,Small,1,3
EL70257,California,0,Basic,High School or Below,2011-01-01,Employed,F,Suburban,Divorced,Personal,1,1,Agent,Four-Door Car,Midsize,1,52
NB27041,Arizona,1,Premium,High School or Below,2011-01-21,Employed,F,Suburban,Married,Corporate,3,2,Web,Four-Door Car,Large,1,3
BM28359,Oregon,0,Basic,High School or Below,2011-01-29,Employed,M,Urban,Single,Personal,3,2,Agent,Four-Door Car,Large,1,4
VB77950,California,0,Extended,High School or Below,2011-01-07,Medical Leave,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1,1
PE47967,Oregon,0,Basic,College,2011-01-15,Employed,F,Rural,Divorced,Personal,1,2,Branch,Luxury SUV,Midsize,1,2
QR47308,Nevada,0,Basic,College,2011-01-15,Employed,F,Urban,Married,Personal,3,2,Web,Four-Door Car,Large,1,2
YU49449,California,0,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2,6
KN25124,Oregon,0,Basic,Master,2011-01-09,Employed,F,Urban,Married,Personal,2,1,Branch,Two-Door Car,Midsize,1,1
HI51182,Oregon,0,Premium,College,2011-01-03,Employed,F,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,1,1
MS18916,California,1,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal,1,2,Branch,Four-Door Car,Small,1,1
IE40701,California,0,Basic,High School or Below,2011-01-30,Employed,M,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Small,1,4
UT48216,Nevada,1,Extended,College,2011-01-14,Employed,M,Suburban,Single,Personal,1,2,Agent,Luxury SUV,Small,1,2
VN92740,Arizona,1,Basic,College,2011-01-11,Employed,F,Rural,Single,Corporate,3,2,Agent,Two-Door Car,Midsize,1,2
