customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011
SB27146,Oregon,0,Premium,High School or Below,2011-01-26,Employed,F,Rural,Single,Personal,3,3,Agent,Two-Door Car,Midsize,1
JS38272,Arizona,1,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal,2,2,Agent,SUV,Midsize,1
NJ15094,Washington,0,Basic,Bachelor,2011-02-18,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2
MZ88454,Oregon,0,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal,1,1,Call Center,Four-Door Car,Midsize,1
PO27978,Oregon,0,Basic,Doctor,2011-02-19,Employed,F,Urban,Single,Personal,1,1,Call Center,Two-Door Car,Midsize,2
VT28596,California,0,Basic,High School or Below,2011-02-24,Unemployed,F,Suburban,Single,Personal,2,2,Branch,Four-Door Car,Midsize,2
TI19722,Washington,1,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Corporate,2,2,Branch,Four-Door Car,Midsize,2
DO83038,California,0,Basic,College,2011-01-21,Employed,F,Rural,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,1
AG62087,California,0,Extended,Bachelor,2011-01-29,Employed,M,Urban,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,1
BA56812,Oregon,0,Extended,Master,2011-02-10,Employed,M,Rural,Divorced,Corporate,2,4,Branch,Four-Door Car,Midsize,2
QF74147,California,0,Basic,College,2011-01-15,Employed,F,Rural,Divorced,Special,2,1,Call Center,Four-Door Car,Midsize,1
RN88075,Washington,0,Extended,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Personal,1,1,Branch,Two-Door Car,Midsize,2
OG71924,Oregon,0,Extended,Master,2011-02-26,Unemployed,F,Urban,Married,Personal,3,2,Branch,Four-Door Car,Large,2
YF87007,Oregon,1,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Corporate,1,1,Agent,Four-Door Car,Large,2
ZL18631,Arizona,0,Basic,College,2011-02-05,Employed,F,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Midsize,2
BZ71120,Oregon,0,Basic,College,2011-01-17,Employed,F,Urban,Married,Personal,2,1,Branch,SUV,Midsize,1
CA47176,Oregon,0,Extended,Bachelor,2011-02-17,Disabled,M,Suburban,Married,Personal,3,1,Branch,Two-Door Car,Small,2
CI68869,Arizona,0,Basic,College,2011-01-08,Unemployed,F,Suburban,Single,Personal,3,3,Agent,Two-Door Car,Small,1
XT10744,Arizona,0,Basic,College,2011-02-21,Employed,M,Suburban,Married,Special,2,2,Call Center,Two-Door Car,Small,2
HT48275,Oregon,0,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,1
HB48073,Arizona,0,Basic,Bachelor,2011-02-01,Employed,F,Urban,Married,Corporate,2,1,Agent,SUV,Midsize,2
MD43085,Oregon,0,Premium,Doctor,2011-02-08,Employed,F,Urban,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2
NJ11986,Arizona,0,Premium,Master,2011-01-18,Employed,F,Rural,Single,Corporate,3,1,Web,Two-Door Car,Midsize,1
HH55884,Arizona,0,Extended,College,2011-01-02,Disabled,M,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Midsize,1
JP69867,Nevada,0,Premium,College,2011-02-19,Employed,M,Suburban,Divorced,Personal,3,2,Call Center,Four-Door Car,Large,2
FT86104,California,1,Basic,College,2011-01-10,Retired,M,Suburban,Single,Corporate,2,1,Agent,Two-Door Car,Midsize,1
GV39658,Arizona,0,Extended,College,2011-01-19,Medical Leave,F,Rural,Divorced,Corporate,2,1,Branch,SUV,Midsize,1
GB66110,California,0,Basic,Bachelor,2011-02-13,Unemployed,M,Suburban,Single,Personal,1,1,Branch,Two-Door Car,Small,2
VD51297,California,0,Basic,College,2011-01-09,Employed,M,Suburban,Single,Personal,3,4,Call Center,Four-Door Car,Small,1
EP29567,Washington,0,Extended,Master,2011-01-24,Retired,M,Suburban,Married,Corporate,1,3,Web,Four-Door Car,Midsize,1
PE59368,Washington,0,Basic,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal,3,1,Agent,Two-Door Car,Midsize,1
DQ50538,Nevada,0,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,2
TM23788,California,0,Extended,High School or Below,2011-02-09,Unemployed,M,Suburban,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2
UF44021,California,0,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Midsize,1
WB96917,California,0,Extended,College,2011-01-03,Employed,M,Rural,Single,Personal,1,4,Call Center,Two-Door Car,Midsize,1
MN95006,California,0,Basic,Bachelor,2011-01-10,Employed,M,Rural,Married,Personal,2,4,Call Center,Luxury SUV,Midsize,1
NP60037,Oregon,0,Basic,Bachelor,2011-02-23,Employed,M,Suburban,Divorced,Corporate,3,1,Web,Luxury SUV,Midsize,2
NQ71171,California,0,Basic,Bachelor,2011-02-02,Employed,M,Rural,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2
FN98595,Nevada,0,Extended,High School or Below,2011-02-20,Employed,F,Rural,Married,Special,2,2,Branch,Four-Door Car,Midsize,2
TW94555,Nevada,1,Extended,College,2011-01-07,Employed,M,Rural,Married,Personal,3,2,Agent,Sports Car,Midsize,1
XW60886,California,0,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal,3,4,Branch,Four-Door Car,Small,2
IE84844,Nevada,0,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal,2,3,Agent,Four-Door Car,Midsize,2
HY76810,Oregon,0,Premium,Bachelor,2011-01-30,Unemployed,F,Rural,Married,Corporate,3,2,Branch,SUV,Small,1
JL41129,California,0,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Personal,1,2,Branch,SUV,Large,1
OQ41280,Nevada,0,Extended,High School or Below,2011-02-01,Employed,M,Rural,Divorced,Corporate,1,1,Agent,Four-Door Car,Midsize,2
AP65984,Oregon,0,Extended,College,2011-02-26,Unemployed,F,Suburban,Single,Personal,1,2,Agent,SUV,Midsize,2
EE99484,Washington,1,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate,3,2,Agent,Four-Door Car,Midsize,2
XM39121,Arizona,0,Basic,College,2011-02-23,Unemployed,F,Suburban,Married,Personal,1,1,Web,Four-Door Car,Small,2
DK49336,Arizona,0,Basic,College,2011-02-18,Employed,M,Suburban,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,2
HB43486,Washington,0,Extended,College,2011-02-02,Employed,F,Urban,Single,Personal,2,1,Agent,SUV,Midsize,2
KB15252,Arizona,0,Extended,College,2011-01-06,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Two-Door Car,Midsize,1
BN83547,Nevada,0,Basic,High School or Below,2011-02-21,Employed,F,Rural,Married,Personal,1,3,Agent,Four-Door Car,Midsize,2
MC55901,California,0,Basic,High School or Below,2011-01-30,Employed,F,Urban,Married,Personal,1,2,Agent,Four-Door Car,Midsize,1
PZ98142,Arizona,0,Extended,College,2011-01-26,Unemployed,F,Suburban,Single,Personal,2,3,Branch,SUV,Midsize,1
GB43363,Oregon,0,Premium,College,2011-01-24,Unemployed,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Small,1
TH67541,Arizona,0,Basic,High School or Below,2011-01-07,Medical Leave,F,Urban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,1
WC21901,Arizona,0,Basic,College,2011-02-03,Employed,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,2
XH89851,California,0,Extended,College,2011-02-03,Employed,F,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Midsize,2
KA58700,Nevada,0,Extended,College,2011-01-03,Employed,M,Suburban,Single,Corporate,3,1,Agent,Four-Door Car,Midsize,1
ZB40259,California,0,Basic,Doctor,2011-01-19,Employed,M,Rural,Divorced,Corporate,3,1,Web,Four-Door Car,Midsize,1
JV63229,Arizona,0,Extended,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal,2,2,Branch,Four-Door Car,Midsize,2
SI31035,Arizona,0,Basic,Doctor,2011-01-03,Employed,M,Suburban,Married,Personal,3,4,Branch,Four-Door Car,Midsize,1
JW30054,Oregon,0,Premium,High School or Below,2011-02-22,Employed,M,Suburban,Married,Corporate,1,1,Branch,Four-Door Car,Midsize,2
AP56340,Washington,0,Basic,Bachelor,2011-02-26,Disabled,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2
FN44127,Oregon,1,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Small,1
QE79527,California,1,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal,1,1,Agent,Luxury SUV,Midsize,2
UP36767,California,0,Basic,College,2011-02-13,Employed,M,Urban,Married,Personal,3,3,Branch,SUV,Midsize,2
PG43749,Oregon,0,Premium,College,2011-02-08,Disabled,F,Suburban,Married,Personal,1,3,Call Center,Two-Door Car,Midsize,2
LL96228,Oregon,0,Basic,Master,2011-02-25,Employed,M,Rural,Married,Corporate,2,1,Branch,SUV,Midsize,2
OV40993,Nevada,0,Basic,College,2011-02-27,Disabled,F,Suburban,Married,Personal,2,1,Branch,SUV,Small,2
MA80983,Oregon,0,Premium,College,2011-01-31,Employed,M,Rural,Married,Personal,2,2,Branch,SUV,Large,1
SA54664,Washington,0,Basic,Master,2011-02-18,Employed,M,Rural,Married,Personal,2,2,Web,Four-Door Car,Large,2
TW12556,Oregon,1,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal,3,1,Agent,SUV,Midsize,1
TC88451,Nevada,0,Basic,High School or Below,2011-01-15,Employed,F,Urban,Married,Personal,1,4,Call Center,Four-Door Car,Midsize,1
BL93659,California,0,Extended,Bachelor,2011-02-14,Unemployed,M,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,2
SI20178,California,0,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Married,Personal,3,3,Branch,SUV,Midsize,2
KC50464,Arizona,1,Basic,Master,2011-01-14,Employed,F,Rural,Single,Corporate,2,2,Web,Four-Door Car,Midsize,1
HG64216,California,0,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Midsize,1
XM91056,California,0,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Midsize,1
KN13494,Washington,1,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal,1,2,Agent,Four-Door Car,Small,2
OC47565,Oregon,0,Basic,College,2011-01-09,Employed,F,Suburban,Married,Special,3,4,Branch,Four-Door Car,Midsize,1
HH14259,Arizona,0,Basic,Bachelor,2011-01-09,Unemployed,F,Rural,Married,Personal,3,4,Web,Four-Door Car,Midsize,1
QF66741,Nevada,0,Basic,College,2011-02-25,Unemployed,M,Suburban,Married,Personal,2,3,Branch,Two-Door Car,Midsize,2
LY46898,California,0,Basic,High School or Below,2011-02-04,Employed,M,Suburban,Married,Corporate,1,1,Branch,Four-Door Car,Midsize,2
MK73855,Washington,0,Basic,High School or Below,2011-02-12,Employed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2
HU82227,Arizona,0,Premium,College,2011-02-23,Employed,M,Urban,Married,Corporate,2,1,Agent,Four-Door Car,Midsize,2
FF75737,Oregon,0,Basic,High School or Below,2011-02-24,Employed,F,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Small,2
KJ50265,Washington,0,Extended,High School or Below,2011-01-12,Disabled,M,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,1
OQ82364,Nevada,1,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Divorced,Corporate,3,1,Call Center,Two-Door Car,Large,1
SO47345,Arizona,0,Basic,Master,2011-01-26,Employed,F,Urban,Married,Personal,2,1,Agent,SUV,Midsize,1
ZW32080,Nevada,0,Basic,Bachelor,2011-02-04,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Small,2
ZH98656,Nevada,0,Basic,Master,2011-02-28,Employed,F,Suburban,Married,Personal,3,1,Call Center,SUV,Large,2
GZ31904,Oregon,0,Extended,College,2011-02-22,Employed,M,Urban,Married,Personal,1,3,Call Center,Two-Door Car,Midsize,2
PN47493,Oregon,0,Basic,College,2011-02-11,Employed,F,Urban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,2
CX18273,Arizona,0,Basic,Master,2011-02-25,Employed,M,Urban,Married,Personal,3,3,Agent,Luxury Car,Midsize,2
IG80173,California,0,Basic,Master,2011-02-20,Employed,F,Suburban,Married,Personal,2,4,Agent,Four-Door Car,Small,2
JR82641,Arizona,0,Extended,Master,2011-01-10,Employed,M,Rural,Married,Personal,3,4,Agent,SUV,Midsize,1
NW41789,Oregon,0,Extended,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Personal,3,4,Call Center,Four-Door Car,Midsize,1
VG74039,Oregon,0,Basic,Bachelor,2011-02-02,Unemployed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Small,2
DV27428,Oregon,0,Basic,High School or Below,2011-01-09,Employed,M,Rural,Single,Personal,2,3,Call Center,SUV,Midsize,1
VD62056,Arizona,1,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal,3,2,Call Center,Two-Door Car,Small,2
AH92481,California,0,Basic,College,2011-01-05,Employed,F,Suburban,Married,Corporate,3,1,Call Center,SUV,Midsize,1
LX97765,Arizona,0,Premium,College,2011-01-29,Employed,F,Urban,Divorced,Personal,3,1,Branch,Two-Door Car,Large,1
SI88726,California,0,Basic,College,2011-01-19,Employed,F,Suburban,Divorced,Corporate,2,1,Agent,SUV,Small,1
MG46007,California,0,Extended,High School or Below,2011-01-24,Unemployed,M,Rural,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1
GL69461,Oregon,0,Basic,College,2011-02-16,Employed,F,Suburban,Married,Personal,1,3,Agent,Four-Door Car,Midsize,2
RA63927,Oregon,0,Extended,High School or Below,2011-01-01,Employed,M,Rural,Married,Personal,1,3,Web,Two-Door Car,Midsize,1
UE76013,Washington,0,Extended,Master,2011-02-04,Employed,F,Rural,Married,Personal,3,2,Call Center,SUV,Midsize,2
RI35792,Nevada,0,Extended,College,2011-01-13,Unemployed,F,Urban,Married,Personal,3,3,Branch,SUV,Small,1
WL63802,California,0,Basic,High School or Below,2011-01-19,Unemployed,M,Suburban,Single,Personal,3,1,Web,Luxury Car,Small,1
KZ29413,Oregon,0,Extended,Master,2011-01-29,Unemployed,M,Suburban,Married,Personal,3,1,Branch,SUV,Midsize,1
SN23932,Arizona,1,Extended,Master,2011-01-16,Employed,M,Urban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,1
YW26148,California,0,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,2
ZG47195,Nevada,0,Basic,College,2011-02-25,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Small,2
No50634,Oregon,1,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2
GC42314,Arizona,0,Basic,Doctor,2011-02-27,Unemployed,M,Suburban,Married,Personal,3,3,Web,SUV,Midsize,2
SD77009,California,0,Extended,College,2011-02-21,Unemployed,M,Suburban,Single,Personal,3,3,Web,SUV,Midsize,2
OW85480,California,0,Basic,Master,2011-01-04,Medical Leave,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1
SW93780,Arizona,0,Basic,Master,2011-01-23,Retired,M,Suburban,Divorced,Personal,3,4,Web,Four-Door Car,Large,1
ZW51071,Oregon,0,Extended,High School or Below,2011-01-14,Employed,F,Rural,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,1
CK74127,Arizona,0,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Corporate,3,2,Agent,Four-Door Car,Midsize,1
KM52241,Arizona,0,Basic,High School or Below,2011-02-04,Unemployed,F,Rural,Married,Personal,1,1,Branch,Four-Door Car,Midsize,2
PE66545,Oregon,0,Basic,Bachelor,2011-02-01,Employed,M,Suburban,Married,Personal,3,4,Agent,Two-Door Car,Small,2
GG70928,California,0,Basic,Master,2011-02-14,Employed,F,Urban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,2
GI36262,Washington,0,Basic,College,2011-01-11,Employed,F,Suburban,Married,Corporate,2,1,Agent,Four-Door Car,Midsize,1
MH85165,California,0,Extended,High School or Below,2011-01-31,Employed,M,Suburban,Married,Personal,1,2,Branch,Four-Door Car,Midsize,1
AM26717,California,1,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Personal,1,1,Agent,SUV,Large,2
CV90092,Oregon,0,Basic,College,2011-01-16,Employed,M,Suburban,Married,Corporate,3,1,Branch,Four-Door Car,Midsize,1
CL70684,California,0,Premium,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Corporate,3,2,Agent,Two-Door Car,Small,1
GK13851,Oregon,0,Extended,College,2011-01-24,Unemployed,M,Suburban,Single,Personal,1,3,Call Center,SUV,Midsize,1
TQ73726,Oregon,0,Basic,Bachelor,2011-02-07,Unemployed,M,Suburban,Married,Personal,3,1,Branch,Two-Door Car,Midsize,2
RW65977,Arizona,0,Basic,College,2011-01-29,Unemployed,M,Suburban,Single,Special,2,1,Agent,Four-Door Car,Midsize,1
EY74093,Nevada,0,Basic,High School or Below,2011-02-21,Employed,M,Rural,Single,Corporate,1,4,Agent,Four-Door Car,Midsize,2
YG11074,Arizona,0,Extended,Bachelor,2011-02-02,Employed,F,Rural,Divorced,Personal,2,1,Call Center,SUV,Midsize,2
BT49333,Arizona,0,Basic,High School or Below,2011-01-30,Employed,M,Rural,Married,Personal,2,2,Agent,SUV,Midsize,1
KN78424,California,0,Premium,College,2011-01-17,Employed,M,Suburban,Married,Corporate,1,1,Branch,Sports Car,Midsize,1
TH68648,California,0,Basic,College,2011-01-14,Employed,M,Urban,Married,Personal,2,4,Branch,Four-Door Car,Midsize,1
GZ22403,Oregon,0,Basic,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal,3,4,Web,Two-Door Car,Midsize,1
PB21909,Oregon,0,Extended,Bachelor,2011-02-14,Employed,M,Urban,Single,Personal,2,1,Agent,SUV,Midsize,2
FP23103,Oregon,0,Extended,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Special,2,2,Agent,Two-Door Car,Midsize,2
YK43172,Arizona,0,Extended,Bachelor,2011-01-12,Employed,M,Rural,Single,Personal,3,3,Web,Four-Door Car,Large,1
YZ36062,Oregon,0,Basic,Bachelor,2011-02-05,Medical Leave,M,Suburban,Single,Corporate,3,3,Branch,Four-Door Car,Midsize,2
SJ29837,Washington,0,Basic,High School or Below,2011-02-24,Unemployed,F,Suburban,Single,Personal,3,2,Web,SUV,Small,2
RC72799,Oregon,0,Basic,College,2011-02-16,Employed,F,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,2
AN67558,Nevada,0,Basic,College,2011-01-16,Unemployed,M,Suburban,Single,Personal,3,1,Call Center,SUV,Large,1
EQ62488,Oregon,0,Basic,College,2011-01-15,Employed,F,Suburban,Married,Personal,3,2,Call Center,Luxury Car,Large,1
OA92714,California,0,Basic,Bachelor,2011-01-10,Employed,F,Urban,Married,Personal,3,3,Call Center,Four-Door Car,Small,1
QS76805,Arizona,0,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Married,Corporate,2,1,Branch,SUV,Midsize,2
PQ46798,California,0,Basic,College,2011-01-24,Disabled,F,Suburban,Single,Personal,1,2,Agent,Sports Car,Midsize,1
IA56290,Arizona,0,Basic,College,2011-02-11,Employed,F,Rural,Married,Personal,3,3,Branch,Four-Door Car,Small,2
XU35186,California,0,Basic,High School or Below,2011-01-22,Employed,F,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1
DR84620,California,0,Basic,Bachelor,2011-02-07,Employed,M,Rural,Married,Personal,2,2,Call Center,SUV,Midsize,2
QG27547,Oregon,1,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal,3,2,Call Center,Four-Door Car,Midsize,1
NM95102,Oregon,1,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Small,2
KZ26788,Washington,1,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal,2,1,Branch,Two-Door Car,Midsize,1
GW25077,Oregon,0,Extended,Bachelor,2011-02-18,Employed,F,Urban,Married,Personal,2,1,Branch,SUV,Midsize,2
ZU91897,California,0,Basic,High School or Below,2011-01-03,Employed,M,Rural,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1
ZK38095,California,0,Basic,Bachelor,2011-02-14,Unemployed,F,Suburban,Single,Personal,2,1,Call Center,Four-Door Car,Small,2
TY84623,California,1,Basic,College,2011-01-28,Employed,M,Rural,Married,Corporate,2,1,Branch,Four-Door Car,Midsize,1
NF90665,Oregon,0,Basic,Bachelor,2011-02-05,Employed,M,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2
KG53186,Nevada,0,Extended,College,2011-02-03,Employed,M,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,2
KV57104,Oregon,0,Basic,High School or Below,2011-01-06,Unemployed,F,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1
ZX93551,Arizona,1,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal,3,2,Call Center,Four-Door Car,Midsize,1
TR18337,Nevada,0,Basic,College,2011-01-05,Employed,F,Rural,Divorced,Personal,2,1,Branch,Four-Door Car,Small,1
XV22744,Oregon,0,Extended,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal,3,4,Branch,Four-Door Car,Midsize,1
KK27683,Nevada,0,Basic,High School or Below,2011-01-04,Disabled,F,Suburban,Married,Personal,1,2,Branch,SUV,Large,1
HX11651,Oregon,0,Extended,College,2011-01-17,Medical Leave,M,Suburban,Single,Personal,3,1,Call Center,Two-Door Car,Midsize,1
FD73388,Arizona,1,Premium,Master,2011-02-13,Disabled,F,Suburban,Divorced,Personal,3,1,Web,SUV,Midsize,2
KF70569,Nevada,0,Extended,High School or Below,2011-02-12,Employed,M,Urban,Married,Personal,1,2,Agent,Four-Door Car,Midsize,2
CC94413,Oregon,0,Basic,Bachelor,2011-01-16,Employed,F,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Small,1
QO59138,Arizona,0,Basic,High School or Below,2011-01-24,Disabled,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Large,1
JW58698,Oregon,0,Extended,College,2011-01-19,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Small,1
GT57081,Oregon,0,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,1
GU82475,California,0,Extended,College,2011-01-25,Employed,M,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Small,1
BG60187,Oregon,0,Extended,Bachelor,2011-02-27,Unemployed,M,Urban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,2
TN73558,Arizona,1,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Large,2
